Aircraft,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate,Hangar_Space_Usage
a01,1,56.0,61.0,0.0,0.0,55.265,30.891,89.0,104.0,89.0,0.0,0.0,0.0,0.0,42.0,150,100,2026-01-01 00:00,0.38527060028682647
a02,1,37.0,39.0,0.0,0.0,6.708,51.457,131.0,144.0,131.0,0.0,0.0,0.0,0.0,6.0,150,100,2026-01-01 00:00,0.38527060028682647
a03,1,27.0,31.0,0.0,0.0,13.499,6.584,10.0,18.0,131.1,0.0,113.1,0.0,0.0,6.0,150,100,2026-01-01 00:00,0.38527060028682647
a04,1,27.0,27.0,205.0,211.2,1.5,26.0,233.0,448.0,444.2,6.2,0.0,675.0,14.0,18.0,150,100,2026-01-01 00:00,0.38527060028682647
a05,0,53.0,55.0,20.0,0.0,0.0,0.0,46.0,82.0,0.0,0.0,0.0,552.0,7.0,10.0,150,100,2026-01-01 00:00,0.38527060028682647
a06,1,34.0,32.0,32.0,32.0,112.765,1.5,237.0,277.0,269.0,0.0,0.0,443.0,4.0,5.0,150,100,2026-01-01 00:00,0.38527060028682647
a07,1,29.0,31.0,30.0,32.1,112.765,35.0,58.0,108.0,90.1,2.1,0.0,355.0,4.0,4.0,150,100,2026-01-01 00:00,0.38527060028682647
a08,1,30.0,30.0,273.0,273.0,1.5,63.0,14.0,298.0,287.0,0.0,0.0,316.0,6.0,3.0,150,100,2026-01-01 00:00,0.38527060028682647
a09,1,65.0,60.0,240.0,245.3,30.0,1.5,167.0,429.0,412.3,5.3,0.0,720.0,11.0,10.0,150,100,2026-01-01 00:00,0.38527060028682647
a10,1,60.0,73.0,195.0,195.1,31.0,1.5,24.0,240.0,219.1,0.1,0.0,1804.0,49.0,42.0,150,100,2026-01-01 00:00,0.38527060028682647
a11,1,43.0,42.0,180.0,180.0,1.5,1.5,15.0,211.0,195.0,0.0,0.0,964.0,25.0,27.0,150,100,2026-01-01 00:00,0.38527060028682647
a12,1,49.0,58.0,186.0,186.0,99.5,35.0,39.0,239.0,225.0,0.0,0.0,715.0,12.0,12.0,150,100,2026-01-01 00:00,0.38527060028682647
a13,1,50.0,66.0,268.0,269.1,96.5,1.5,61.0,346.0,330.1,1.1,0.0,953.0,8.0,14.0,150,100,2026-01-01 00:00,0.38527060028682647
a14,0,66.0,67.0,140.0,0.0,0.0,0.0,169.0,328.0,0.0,0.0,0.0,826.0,13.0,12.0,150,100,2026-01-01 00:00,0.38527060028682647
a15,0,75.0,70.0,35.0,0.0,0.0,0.0,12.0,61.0,0.0,0.0,0.0,811.0,10.0,11.0,150,100,2026-01-01 00:00,0.38527060028682647
a16,1,25.0,23.0,209.0,211.1,1.5,1.5,277.0,504.0,488.1,2.1,0.0,599.0,12.0,17.0,150,100,2026-01-01 00:00,0.38527060028682647
a17,0,65.0,68.0,10.0,0.0,0.0,0.0,18.0,44.0,0.0,0.0,0.0,688.0,11.0,10.0,150,100,2026-01-01 00:00,0.38527060028682647
a18,1,36.0,37.0,297.0,330.2,96.5,1.5,53.0,361.0,383.2,33.2,22.2,552.0,8.0,7.0,150,100,2026-01-01 00:00,0.38527060028682647
a19,1,21.0,23.0,209.0,225.1,99.5,35.0,27.0,251.0,252.1,16.1,1.1,271.0,3.0,3.0,150,100,2026-01-01 00:00,0.38527060028682647
a20,1,18.0,22.0,207.0,211.3,1.5,54.5,49.0,276.0,260.3,4.3,0.0,346.0,3.0,4.0,150,100,2026-01-01 00:00,0.38527060028682647
a21,1,43.0,40.0,124.0,124.0,46.0,1.5,67.0,200.0,194.9,0.0,0.0,570.0,7.0,6.0,150,100,2026-01-01 00:00,0.38527060028682647
a22,1,55.0,52.0,90.0,90.0,45.208,1.5,11.0,117.0,101.0,0.0,0.0,745.0,10.0,7.0,150,100,2026-01-01 00:00,0.38527060028682647
a23,0,42.0,49.0,180.0,0.0,0.0,0.0,239.0,433.0,0.0,0.0,0.0,598.0,7.0,11.0,150,100,2026-01-01 00:00,0.38527060028682647
a24,0,60.0,61.0,39.0,0.0,0.0,0.0,28.0,80.0,0.0,0.0,0.0,884.0,10.0,8.0,150,100,2026-01-01 00:00,0.38527060028682647
a25,1,26.0,24.0,84.0,90.2,101.708,35.0,58.0,151.0,148.2,6.2,0.0,290.0,4.0,5.0,150,100,2026-01-01 00:00,0.38527060028682647
a26,1,28.0,29.0,199.0,199.0,1.5,1.5,12.0,229.0,211.0,0.0,0.0,332.0,5.0,4.0,150,100,2026-01-01 00:00,0.38527060028682647
a27,1,68.0,76.0,189.0,219.2,30.0,1.5,26.0,232.0,245.2,30.2,13.2,1122.0,18.0,17.0,150,100,2026-01-01 00:00,0.38527060028682647
a28,1,24.0,30.0,323.0,323.0,1.5,54.5,47.0,378.0,370.0,0.0,0.0,289.0,4.0,4.0,150,100,2026-01-01 00:00,0.38527060028682647
