Aircraft,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,56.0,61.0,0.0,0.0,55.265,30.891,89.0,104.0,89.0,0.0,0.0,0.0,0.0,42.0,150,100,2026-01-01 00:00
a02,1,37.0,39.0,0.0,0.0,6.708,51.457,131.0,144.0,131.0,0.0,0.0,0.0,0.0,6.0,150,100,2026-01-01 00:00
a03,1,27.0,31.0,0.0,0.0,13.499,6.584,10.0,18.0,131.10000000000036,0.0,113.10000000000036,0.0,0.0,6.0,150,100,2026-01-01 00:00
a04,1,27.0,27.0,205.0,215.0999999999999,70.0,5.0,233.0,448.0,448.0999999999999,10.099999999999909,0.09999999999990905,1856.25,14.0,18.0,150,100,2026-01-01 00:00
a05,0,53.0,55.0,20.0,0.0,0.0,0.0,46.0,82.0,0.0,0.0,0.0,1518.0,7.0,10.0,150,100,2026-01-01 00:00
a06,0,34.0,32.0,32.0,0.0,0.0,0.0,237.0,277.0,0.0,0.0,0.0,1218.25,4.0,5.0,150,100,2026-01-01 00:00
a07,1,29.0,31.0,30.0,101.30000000000018,113.708,5.0,58.0,108.0,159.5000000000009,71.30000000000018,51.50000000000091,976.25,4.0,4.0,150,100,2026-01-01 00:00
a08,1,30.0,30.0,273.0,273.0,60.0,37.0,14.0,298.0,287.0,0.0,0.0,869.0,6.0,3.0,150,100,2026-01-01 00:00
a09,0,65.0,60.0,240.0,0.0,0.0,0.0,167.0,429.0,0.0,0.0,0.0,1980.0,11.0,10.0,150,100,2026-01-01 00:00
a10,1,60.0,73.0,195.0,198.30000000000018,5.0,5.0,24.0,240.0,222.30000000000018,3.300000000000182,0.0,4961.0,49.0,42.0,150,100,2026-01-01 00:00
a11,1,43.0,42.0,180.0,180.0,5.0,50.0,15.0,211.0,195.0,0.0,0.0,2651.0,25.0,27.0,150,100,2026-01-01 00:00
a12,1,49.0,58.0,186.0,222.4000000000001,5.0,5.0,39.0,239.0,261.4000000000001,36.40000000000009,22.40000000000009,1966.25,12.0,12.0,150,100,2026-01-01 00:00
a13,1,50.0,66.0,268.0,268.0,5.0,5.0,61.0,346.0,329.0,0.0,0.0,2620.75,8.0,14.0,150,100,2026-01-01 00:00
a14,0,66.0,67.0,140.0,0.0,0.0,0.0,169.0,328.0,0.0,0.0,0.0,2271.5,13.0,12.0,150,100,2026-01-01 00:00
a15,1,75.0,70.0,35.0,89.09999999999991,48.708,5.0,12.0,61.0,101.09999999999991,54.09999999999991,40.09999999999991,2230.25,10.0,11.0,150,100,2026-01-01 00:00
a16,1,25.0,23.0,209.0,215.20000000000027,102.0,5.0,277.0,504.0,492.2000000000003,6.200000000000273,0.0,1647.25,12.0,17.0,150,100,2026-01-01 00:00
a17,0,65.0,68.0,10.0,0.0,0.0,0.0,18.0,44.0,0.0,0.0,0.0,1892.0,11.0,10.0,150,100,2026-01-01 00:00
a18,1,36.0,37.0,297.0,297.0,60.0,37.0,53.0,361.0,350.0,0.0,0.0,1518.0,8.0,7.0,150,100,2026-01-01 00:00
a19,1,21.0,23.0,209.0,222.50000000000045,5.0,68.0,27.0,251.0,249.50000000000045,13.500000000000455,0.0,745.25,3.0,3.0,150,100,2026-01-01 00:00
a20,1,18.0,22.0,207.0,215.400000000001,70.0,37.0,49.0,276.0,264.400000000001,8.400000000001,0.0,951.5,3.0,4.0,150,100,2026-01-01 00:00
a21,1,43.0,40.0,124.0,131.20000000000027,5.0,5.0,67.0,200.0,198.20000000000027,7.200000000000273,0.0,1567.5,7.0,6.0,150,100,2026-01-01 00:00
a22,1,55.0,52.0,90.0,129.29999999999973,53.0,5.0,11.0,117.0,140.29999999999973,39.29999999999973,23.299999999999727,2048.75,10.0,7.0,150,100,2026-01-01 00:00
a23,1,42.0,49.0,180.0,215.30000000000064,103.0,33.0,239.0,433.0,454.30000000000064,35.30000000000064,21.300000000000637,1644.5,7.0,11.0,150,100,2026-01-01 00:00
a24,1,60.0,61.0,39.0,101.19999999999982,48.708,5.0,28.0,80.0,129.19999999999982,62.19999999999982,49.19999999999982,2431.0,10.0,8.0,150,100,2026-01-01 00:00
a25,1,26.0,24.0,84.0,101.40000000000055,113.708,41.0,58.0,151.0,159.40000000000055,17.400000000000546,8.400000000000546,797.5,4.0,5.0,150,100,2026-01-01 00:00
a26,1,28.0,29.0,199.0,215.50000000000136,70.0,64.0,12.0,229.0,227.50000000000136,16.500000000001364,0.0,913.0,5.0,4.0,150,100,2026-01-01 00:00
a27,1,68.0,76.0,189.0,189.0,70.0,5.0,26.0,232.0,215.0,0.0,0.0,3085.5,18.0,17.0,150,100,2026-01-01 00:00
a28,1,24.0,30.0,323.0,329.0999999999999,5.0,5.0,47.0,378.0,376.0999999999999,6.099999999999909,0.0,794.75,4.0,4.0,150,100,2026-01-01 00:00
