<<<<<<< Updated upstream:Sensitivity/Rejection/solution_rej_1p5.csv
Aircraft,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,56.0,61.0,0.0,0.0,55.265,30.891,89.0,104.0,89.0,0.0,0.0,0.0,0.0,42.0,150,100,2026-01-01 00:00
a02,1,37.0,39.0,0.0,0.0,6.708,51.457,131.0,144.0,131.0,0.0,0.0,0.0,0.0,6.0,150,100,2026-01-01 00:00
a03,1,27.0,31.0,0.0,0.0,13.499,6.584,10.0,18.0,131.1,0.0,113.1,0.0,0.0,6.0,150,100,2026-01-01 00:00
a04,1,27.0,27.0,205.0,215.1,52.0,5.0,233.0,448.0,448.1,10.1,0.1,1012.5,14.0,18.0,150,100,2026-01-01 00:00
a05,0,53.0,55.0,20.0,0.0,0.0,0.0,46.0,82.0,0.0,0.0,0.0,828.0,7.0,10.0,150,100,2026-01-01 00:00
a06,0,34.0,32.0,32.0,0.0,0.0,0.0,237.0,277.0,0.0,0.0,0.0,664.5,4.0,5.0,150,100,2026-01-01 00:00
a07,1,29.0,31.0,30.0,89.2,48.70799999999999,34.0,58.0,108.0,147.2,59.2,39.19999999999999,532.5,4.0,4.0,150,100,2026-01-01 00:00
a08,1,30.0,30.0,273.0,273.0,52.0,37.0,14.0,298.0,287.0,0.0,0.0,474.0,6.0,3.0,150,100,2026-01-01 00:00
a09,0,65.0,60.0,240.0,0.0,0.0,0.0,167.0,429.0,0.0,0.0,0.0,1080.0,11.0,10.0,150,100,2026-01-01 00:00
a10,1,60.0,73.0,195.0,196.3,85.0,5.0,24.0,240.0,220.3,1.3,0.0,2706.0,49.0,42.0,150,100,2026-01-01 00:00
a11,1,43.0,42.0,180.0,180.0,78.0,50.0,15.0,211.0,195.0,0.0,0.0,1446.0,25.0,27.0,150,100,2026-01-01 00:00
a12,1,49.0,58.0,186.0,220.4,85.0,5.0,39.0,239.0,259.4,34.4,20.39999999999997,1072.5,12.0,12.0,150,100,2026-01-01 00:00
a13,1,50.0,66.0,268.0,268.0,93.0,5.0,61.0,346.0,329.0,0.0,0.0,1429.5,8.0,14.0,150,100,2026-01-01 00:00
a14,0,66.0,67.0,140.0,0.0,0.0,0.0,169.0,328.0,0.0,0.0,0.0,1239.0,13.0,12.0,150,100,2026-01-01 00:00
a15,0,75.0,70.0,35.0,0.0,0.0,0.0,12.0,61.0,0.0,0.0,0.0,1216.5,10.0,11.0,150,100,2026-01-01 00:00
a16,1,25.0,23.0,209.0,215.2,5.0,5.0,277.0,504.0,492.2,6.2,0.0,898.5,12.0,17.0,150,100,2026-01-01 00:00
a17,0,65.0,68.0,10.0,0.0,0.0,0.0,18.0,44.0,0.0,0.0,0.0,1032.0,11.0,10.0,150,100,2026-01-01 00:00
a18,1,36.0,37.0,297.0,297.0,52.0,37.0,53.0,361.0,350.0,0.0,0.0,828.0,8.0,7.0,150,100,2026-01-01 00:00
a19,1,21.0,23.0,209.0,220.5,85.0,68.0,27.0,251.0,247.5,11.5,0.0,406.5,3.0,3.0,150,100,2026-01-01 00:00
a20,1,18.0,22.0,207.0,215.4,52.0,37.0,49.0,276.0,272.9,8.4,0.0,519.0,3.0,4.0,150,100,2026-01-01 00:00
a21,1,43.0,40.0,124.0,129.2,82.70799999999998,5.0,67.0,200.0,196.2,5.199999999999986,0.0,855.0,7.0,6.0,150,100,2026-01-01 00:00
a22,1,55.0,52.0,90.0,90.0,82.70799999999933,5.0,11.0,117.0,101.0,0.0,0.0,1117.5,10.0,7.0,150,100,2026-01-01 00:00
a23,1,42.0,49.0,180.0,215.3,5.0,33.0,239.0,433.0,454.3,35.3,21.3,897.0,7.0,11.0,150,100,2026-01-01 00:00
a24,1,60.0,61.0,39.0,101.1,82.708,5.0,28.0,80.0,129.1,62.099999999999994,49.1,1326.0,10.0,8.0,150,100,2026-01-01 00:00
a25,1,26.0,24.0,84.0,89.1,48.70799999999898,5.0,58.0,151.0,147.3,5.1,0.0,435.0,4.0,5.0,150,100,2026-01-01 00:00
a26,1,28.0,29.0,199.0,215.5,52.0,64.0,12.0,229.0,227.5,16.5,0.0,498.0,5.0,4.0,150,100,2026-01-01 00:00
a27,1,68.0,76.0,189.0,189.0,5.0,5.0,26.0,232.0,215.0,0.0,0.0,1683.0,18.0,17.0,150,100,2026-01-01 00:00
a28,1,24.0,30.0,323.0,329.1,93.0,5.0,47.0,378.0,376.1,6.1,0.0,433.5,4.0,4.0,150,100,2026-01-01 00:00
=======
Aircraft,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a01,1,0.0,0.0,0.0,0.0,70.143,27.241,240.0,258.0,240.0,0.0,0.0,0.0,0.0,9.0,150,100,2026-01-01 00:00
a02,1,0.0,0.0,0.0,0.0,5.806,40.476,177.0,192.0,177.0,0.0,0.0,0.0,0.0,17.0,150,100,2026-01-01 00:00
a03,1,0.0,0.0,0.0,0.0,32.959,6.315,4.0,22.0,4.0,0.0,0.0,0.0,0.0,5.0,150,100,2026-01-01 00:00
a04,1,0.0,0.0,0.0,0.0,43.715,47.384,54.0,71.0,54.0,0.0,0.0,0.0,0.0,5.0,150,100,2026-01-01 00:00
a05,1,0.0,0.0,1071.0,1071.0,5.0,10.0,69.0,1155.0,1140.0,0.0,0.0,766.5,6.0,8.0,150,100,2026-01-01 00:00
a06,1,0.0,0.0,612.0,612.0,5.0,15.0,138.0,758.0,750.0,0.0,0.0,639.0,7.0,8.0,150,100,2026-01-01 00:00
a07,1,0.0,0.0,891.0,891.0,15.0,5.0,186.0,1099.0,1077.0999999999985,0.0,0.0,1749.0,36.0,21.0,150,100,2026-01-01 00:00
a08,1,0.0,0.0,1430.0,1430.0,5.0,5.0,238.0,1688.0,1668.0,0.0,0.0,627.0,4.0,6.0,150,100,2026-01-01 00:00
